videoId,tags
UjHhYuU-alM,"['No', 'Meghan Trainor', 'Mikey Bustos Parody', 'Mikey Bustos', 'F.I.L.I.P.I.N.O', 'Meghan Trainor Mikey Bustos', 'Meghan Trainor Mikey Bustos Parody', 'No - Meghan Trainor', 'No - Meghan Trainor Mikey Bustos Parody', 'ey Bustos Parody F.I.L.I.P.I.N.O', 'Meghan Trainor Mikey Bustos Parody F.I.L.I.P.I.N.O', 'No - Meghan Trainor Mikey Bustos Parody F.I.L.I.P.I.N.O', 'reaction', 'reaction video', 'video']"
kEtYRFyB7RA,"['City Centre Ajman', 'Jollibee Ajman', 'Jollibee', 'Ajman']"
kyKKEcNK23c,"['Man Versus Crab', 'Crabs', 'Crabbing', 'Filipino Food', 'Filipino Crabs', 'Filipino Foreigner', 'Bonifacio', 'Canadian Mindanao', 'Foreigner Mindanao', 'Filipino Man', 'River Life', 'River Philippines', 'Filipino Fight', 'Finn Snow', 'Kyle Jennermann', 'BecomingFilipino', 'Kulas', 'Life Philippines', 'Filipino Life', 'Seafood Philippines', 'Filipino Seafood', 'Philippines Mindanao', 'Foodtrip Philippines', 'Big Crabs', 'Crab Hunting', 'River Crabs', 'Filipino Farming']"
bYciPs8gk8I,"['logan', 'logans', 'world', 'logansworld', ""logan'sworld"", 'boy', 'cute', 'funny', 'adorable', 'tastetest', 'challenge', 'filipino', 'snacks', 'treats', 'filipinosnacks', 'present']"
wYCUWD9mtpY,"['how to speak philippines language', 'How to speak tagalog', 'family members in tagalog', 'how to speak filipino', 'pinay', 'american filipino']"
fIV3kyQ11fU,"['EXPAT LIFE STORY IN THE PHILIPPINES', 'A FOREIGNER IN THE PHILIPPINES', 'COST OF LIVING IN THE PHILIPPINES', 'MONEY AND FILIPINA', 'SAFE PLACES TO RETIRE IN THE PHILIPPINES', 'BRITISH EXPAT IN THE PHILIPPINES', 'AMERICAN EXPAT IN THE PHILIPPINES', 'PRESIDENT DUTERTE PHILIPPINES', 'HUMANITARIAN', 'DATING SITE', 'MISSIONARY WORK', 'REEKAY VELEZ', 'FAMILY VLOG', 'VIRAL VIDEOS', 'NANAY HELP BETHS ON BUKO JUICE FOR HER KIDNEY PROBLEM GLIMPSE OF HERBAL MEDICATION', 'Aheezy Tribe [The Ahern Family]']"
BFeaDgqI-QM,
iCQ7Uc7OpMA,"['foreigner in the philippines', 'living in the philippines', 'filipino family vlog', 'philippine vlog', 'philippine family vlog', 'life in the philippines', 'family in the philippines', 'daniel marsh', 'wil dasovich', 'residing in the philippines', 'filipino kids vlog', 'filipino kids playing', 'filipino kids life', 'my house in the philippines', 'becoming filipino', 'philippines road trip', 'A STRANGE AND WEIRD DAY IN THE PHILIPPINES', 'kyle jennermann', 'finnsnow', 'HOW FILIPINOS INTERACT WITH FOREIGNERS?']"
N99KX0jiIn8,"['mt tapyas coron 2018', 'new zealand of the philippines', 'most beautiful island of the philippines', 'coron cross mt tapyas', 'makinit hotspring coron 2018', 'coron palawan 2018', 'best island in the world philippines', 'twin lagoon lake coron', 'kayangan lake coron 2018', 'best hotel in coron 2018', 'coron island hopping', 'top tourist destinations coron', 'coron town proper', 'foreigners in coron palawan', 'night life in coron palawan', 'el nido island hopping', 'best places to visit in palawan 2018']"
evKV1ZgbZwg,
OEwWGCWf9hc,
RyhKCbzmIXo,"['travel couple', 'pierre t. lambert', 'pierretl', 'inspiredbytwelve', 'travel vlogger', 'travel around the world', 'bohol', 'philippines', 'filipino vlog', 'drone bohol', 'chocolate hills', 'tarsier', 'tarsiers bohol', 'things to do bohol', 'tal', 'thetravelingclatt', 'waterfall', 'man made forest', 'travel philippines', 'travel bohol', 'exploring bohol', 'bohol by motorbike', 'nyc', 'youtube couple', 'lost', 'top 5 bohol island', 'pinoy', 'filipino vloggers', 'baninay wil dasovich', ""DON'T Visit THIS on Bohol Island Philippines - Not Worth it!""]"
tCwRToWwLcI,"['Pho', 'vietnamese', 'rice paper', 'friends', 'dinner', 'restaurant', 'chicken', 'soup', 'trying new food', 'chicken spring roll', 'chicken pho', 'lesbian', 'peanut sauce', 'eating', 'mukbang']"
l5H6jl_g2XE,"['bizarre foods vietnam', 'bizarre food vietnam', 'strange food vietnam', 'vietnam street food', 'crazy food vietnam', 'water bug', 'water bug banh cuon', 'sand worm', 'vietnam worm pancake', 'quail', 'exotic vietnamese food', 'best ever food review show']"
vFKnBAoKgZY,"['halo halo', 'halox2', 'best halo halo', 'top ten halo halo', 'best ever food review show', 'foreigner try halo halo', 'white guy tries halo halo', 'sonny side', 'filipino street food', 'philippines street food', 'filipino halo halo', 'filipino dessert', 'philippines dessert', 'american try halo halo', 'fat tall american eats halo halo']"
Yog88wwfUKI,"['middles eastern parents', 'fouseytube', 'middle eastern family', 'arab parents pranks', 'funny middle eastern parody', 'arab pranks', 'best arab channel', 'middle eastern pranks', 'مقالب عربية ٢٠١٨', 'الام العربية السورية', 'مقالب مضحكة سوريين', 'prank on arab parents', 'adam saleh vlogs', 'funny parody', 'funniest arab syrian', 'how arabs talk', 'syrian vloggers', 'how to be syrian', 'اجمل المقاطع المضحكة مقالب ٢٠١٨']"
fo3As36trkA,"[""don't go to college"", 'why college is a bad idea', 'The philippines', 'Filipino', 'Filipino culture', 'Philippines', 'Filipinas', 'Filipinos', 'education', 'college', 'should I get a college degree', 'Filipino education']"
0YWOumqrr7U,"['travel couple', 'pierre t. lambert', 'pierretl', 'inspiredbytwelve', 'travel vlogger', 'travel around the world', 'travel philippines', 'worth it', 'haircuts', 'cheap vs. expensive', 'salon', 'shadows', 'Cheap v. expensive', 'travel', 'adam bianchi', 'cameraguy', 'experience', 'cheap vs expensive', 'filipino vlog', 'filipino haircut', 'haircut philippines', 'buzzfeed video', '$0', '70 Haircut Vs. $5 Haircut - Worth it?', 'cebu', 'sm city', 'mall', 'filipino mall', 'manilla', 'Living Cheap in Taipei - The $3 HAIRCUT CHALLENGE!', 'living cheap']"
J_hUro2IF9E,"['TitoTim', ""Tito Tim's Tulong"", 'overseas retirement', 'expat', 'Philippines expat', 'Philippines', 'Iloilo', 'dating Filipina', 'Filipina', 'cost of living Philippines', 'live in Philippines', 'living in Iloilo', 'living in Philippines', 'Philippines cost of living', 'retire in Philippines', 'dating', 'retirement', 'Asia', 'Panay', 'boracay', 'fire dancing', 'travel', 'travel vlog', 'its more fun in the philippines', 'Boracay Island', 'Boracay White Beach', 'Boracay Philippines', 'Paradise Island', 'D’ Talipapa', 'Boracay 2017 Food & Fun']"
Kk4QSv1S_84,
8ipzwxXjAcA,"['al jazeera', 'aljazeera', 'al jazeera english', '101east', 'philippines', '101 east', 'The Philippines', 'Baby Factory', 'Manila', ""The Philippines' Baby Factory"", 'teenage pregnancy', '101 east al jazeera', 'factory', 'al jazeera 101 east', 'philippines baby factory', 'the philippines baby factory', '101 east philippines', 'al jazeera philippines', 'Sanggol ng Pilipinas', '101 al jazeera', 'Ang Pabrika ng Sanggol ng Pilipinas', 'philippines news', 'philippines documentary', 'abortion documentary', 'abortion in philippines']"
2MNIHorhd7c,['smile kabayan mike grogan message to filipinos']
VTyXNiCs48k,"['tv', 'lithuania', 'travel', 'holiday']"
uVea7UYloCw,['Brazilian Food Culture']
bq4AjFOMQXE,"['boodle fight', 'philippines food', 'palawan food', 'epic boodle fight', 'filipino boodle fight', 'best ever food review show', 'lechon boodle fight', 'philippines lechon', 'palwan lechon', 'doyak', 'foreigner eats filipino food', 'sonny side']"
D9vjelB5bns,
nZ_wEvKZ8CA,"['erwan', 'heussaff', 'thefatkidinside', 'blog', 'video', 'easy', 'quick', 'recipe', 'food', 'philippines', 'manila', 'travel', 'overnight', 'vlogs', 'videos', 'shows', 'anne', 'curtis', 'spicy', 'noodle', 'korean', 'prank', 'married', 'wife', 'husband', 'fire', 'challenge', 'competition']"
MVb33kna36I,"['luisyoutube', 'americans', 'speaking', 'speak', 'language', 'filipino', 'tagalog', 'foreigner', 'foreigners', 'international', 'philippines', 'translate', 'bisaya', 'pilipino', 'pinoy', 'white', 'black', 'beki', 'challenge', 'accent', 'fluent', 'funny', 'words']"
vopQUBFHg2k,"['BuzzFeed', 'BuzzFeed Video', 'BuzzFeedVideo', 'K_fe', 'Zuh7', 'around the world', 'asia', 'authentic', 'authenticity', 'caribbean', 'cuisine', 'curries', 'curry', 'curry goat', 'east asia', 'east asian', 'food', 'global', 'india', 'indian', 'jamaica', 'jamaican', 'japan', 'japanese', 'kare raisu', 'lT_Z', 'mango', 'murgh chutneywala', 'people try', 'sauce', 'spicy', 'sweet', 'tangy', 'trinidad', 'trinidadian', 'world']"
Ic8sO-sc-aw,"['philippines', 'filipino', 'pinoy', 'food', 'filipino food']"
A6l_MW_kIdU,"['Filipino', 'Filipina', 'Filo', 'Philippines', 'Food', 'Filipino Food', 'Best Filipino Food', 'Filipino cuisine', 'Pinoy', 'Pinay', 'Filipino restaurant', 'Culture', 'Filipino culture', 'Filipino food near me', 'Filipino restaurant near me', 'Tagalog', 'Wil Dasovich', 'Wilodia', 'Kulas', 'Becoming Filipino', 'react']"
lcgfWJBIPWU,"['Divertliving', 'travel', 'blog', 'daily', 'vlog', 'SURVIVE IN MANILA AIRPORT | JOLLIBEE TASTE TEST', 'STRAWBERRY FRENCH FRIES', 'AMERICAN TRY JOLLIBEE |', 'manila airport', 'survive the airport', 'miss my flight', 'filipino', 'pinoy', 'manila to Dumaguete', 'travel to dumaguete', 'friendly filipino', 'terminal 3', 'NAIA', 'travel the philippines', 'phillipines', 'the philippines', 'manila', 'traffic in manila', 'jollibee review', 'ninoy aquino', 'sleep at the airport', 'layover manila', 'jollibee philippines', 'thai', 'american', 'travel manila']"
P5ypNp1_-a8,"['kids try', 'ernietries', 'Justin', 'forkids', 'kids challenges', 'food', 'Maddox', 'ernie', 'kids try toys', 'trynewthings', 'fun', 'unboxing', 'Desmond', 'experiment', 'Hiho', 'kids try videos', 'challenges', 'Cut', 'familyfriendly', 'friends', 'HiHoKids', 'Kids Try', 'kidsguess', 'GG', 'kidstry', 'kidsmakefriends', 'Jayque', 'hiho', 'WatchCut', 'Austin', 'kid games', 'HihoKids', 'Crystal', 'challenge videos', 'kidsdescribe', 'Maddoxweddle', 'what’sinthebox', 'kidsplay', 'family', 'games']"
64vEzCv7nX8,"['LAYNE', 'FABLE', 'laynabayna', 'short and sweet', 'no one cares', 'Layne f', 'vlog', 'filstop', 'filipino snack taste test', 'taste test', 'philippines', 'filstop jersey city', 'tasty', 'oishi', 'tick-o', 'ube', 'shane fable', 'katey', 'boy bawang', 'ding dong', 'spicy snacks', 'online filstop', 'sponsored', 'polvoron', 'filipino snacks', 'shane', 'funny', 'food', 'foodie']"
mXfXnw3HuhU,"['Best places to eat in philiipines', 'eating in philippines', 'places to eat in manila', 'were to eat in manila', 'best Filippino food', 'Best food in the philippines', 'Were to eat in philippines', 'Best filippino food', 'Tourists eating in philippines', 'Best food in manila', 'Filippino eaterys', 'Eating with filippino locals', 'Filippino food', 'best places to eat in philippines', 'eating in the philippines', 'best filippino food', 'places to eat in philippines', 'where to eat in philippines']"
0Y94PzjxnRE,"['food guide in el nido palawan 2018', 'best seafood restaurant in coron elnido puerto princesa palawan', 'best falafel in el nido', 'what to eat in el nido 2018', 'best hotel in el nido coron', 'best accomodation in el nido', 'bars and night life in el nido', 'lostleblanc', 'foreigners trying filipino snacks', 'foreigners eating filipino food', 'filipino streetfood 2018', 'philippines streetfood tour', 'palawan food tour 2018', 'best restaurants in el nido coron', 'happiness el nido', 'arabic food philippines']"
x9DwqjVX56U,"['Balut Challenge 2018', 'Balut challenge accepted', 'Filipino streetfood', 'The Philippines', 'Vlogger', 'Weird filipino food', 'foreigner filipino food', 'Manila']"
OVS4o-fcwec,"['Philippine Fast Food Vlog', 'Fast food vlog', 'Philippines Manila', 'Jollibee Philippines', 'chowking Philippines', 'Mc Donalds Philippines']"
kBskOSADNG0,"['best hotel in el nido coron', 'bars and night life in el nido', 'lostleblanc', 'best beach in the philippines', 'palawan food tour 2018', 'el nido 2018 travel guide', 'tour a b c d el nido palawan', 'el nido island hopping 2018', 'coron island hopping 2018', 'best travel vlog channel', 'best philippines travel guide 2018', 'cadlao lagoon el nido', 'las cabanas beach el nido 2018', 'nacpan beach 2018', 'bikini girls on beach', 'bikini girls philippines beach']"
ehRZRrzfQRY,"['filipino food', 'filipino barbecue', 'food vlogging', 'filipino style barbecue', 'kids playing', 'filipino bbq', 'sunday afternoon bbq', 'family']"
mhNLKzM6nAQ,"['jollibee review', 'foreigner tries jollibee', 'american tries jollibee', 'american jollibee review', 'jollibee secret menu', 'jollibee jeepney', 'eating in a jeepney', 'best ever food review show', 'foreigner eats jollibee in a jeepney', 'jollibee', 'jollibee double spicy chicken', 'jollibee spaghetti', 'jollibee rice', 'jollibee sundae', 'jollibee food review', 'white guy tries jollibee', 'douchebag tries jollibee and makes up thing about secret menu for extra clicks', 'sonny side', 'sonny jollibee']"
jmVxwjAdYmk,"['dinuguan', 'foreigner dinuguan', 'best dinuguan', 'homemade dinuguan', 'bagoong', 'foreigner tries bagoong', 'bangoong and mango', 'filipino street food', 'Philippines street food', 'pig blood', 'food review', 'best ever food review show', 'sonny side', 'pork organ stew', 'filipino fermented shrimp paste', 'fermented shrimp paste']"
_kd3RUnVPNY,"['vegan', 'vegan london', 'vegan food', 'vegan filipino']"
HGO-0klDBkA,"['nacpan beach 2018', 'lostleblanc', 'el nido palawan 2018', 'best beach in the world', 'most beautiful beach in the world', 'boracay 2018', 'motorbike ride to nacpan beach', 'foreigners trying filipino snacks', 'foreigners eating filipino food', 'australian speaking tagalog', 'best beach in the philippines', 'el nido coron palawan 2018', 'best hotel in el nido', 'best hotel in coron palawan', 'most crowded beach in the world']"
gwsqiNs5nxo,"['what to eat in el nido 2018', 'bars and night life in el nido', 'lostleblanc', 'best beach in the philippines', 'palawan food tour 2018', 'el nido 2018 travel guide', 'tour a b c d el nido palawan', 'el nido island hopping 2018', 'coron island hopping 2018', 'best travel vlog channel', 'best philippines travel guide 2018', 'cadlao lagoon el nido', 'foreigners try red horse san miguel beer', 'german drinks filipino beer', 'best filipino beer', 'foreigner drink red horse san mig', 'papaya beach el nido 2018']"
bAeBBEd6it8,"['filipino fiesta', 'philippines fiesta', 'bohol', 'bohol fiesta', 'how to part in the philippines', 'cebu city', 'cebu lechon', 'bohol lechon', 'eel soup', 'adobo', 'foreigner lechon', 'foreigner abodo', 'eating filipino food', 'philippines fiesta food', 'philippines province', 'bohol province', 'party in the philippines', 'filipino party', 'best ever food review show']"
w1Z_9LIty2g,"['filipino supermarket', 'inspiredbytwelve', 'travel vlogger', 'filipino vlog', 'pinoy', 'philippines', 'supermarket philippines', 'mall', 'filipino mall', 'pinoy viral', 'travel philippines', 'Grocery shopping in the Philippines', 'american in the philippines', 'grossery shopping asia', 'philippines vlog', 'foreigner philippines', 'french vs filipino', 'american vs filipino', 'pinoy food', 'banan ketchup', 'surigao', 'American Vs FILIPINO SUPERMARKET - Different?!', 'mindanao', 'market', 'local filipino food', 'street food']"
HfjW5Y4QPg4,"['mikey bustos', 'vlogs', 'daily vlogs', 'vlogger', 'travel', 'food', 'entertainment', 'exotic foods', 'cambodia', 'siem reap', 'asia', 'asian foods', 'bugs', 'insects', 'tarantula', 'scorpion', 'crickets', 'snake', 'frog legs', 'frogs', 'street food', 'cambodian food', 'Angkor Night Market', 'entomophagy']"
SfeKLZSsE70,"['inspiredbytwelve', 'travel vlogger', 'filipino vlog', 'pinoy', 'philippines', 'supermarket philippines', 'pinoy viral', 'travel philippines', 'philippines vlog', 'foreigner philippines', 'pinoy food', 'American Vs FILIPINO SUPERMARKET - Different?!', 'mindanao', 'local filipino food', 'siragao', 'sohoton cove', 'sohoton', 'airbnb', 'best airbnb in the world', 'surigao', 'private island', 'WE FOUND PARADISE IN THE PHILIPPINES', 'Most Beautiful Place in the World', 'PARADISE - PHILIPPINES TRAVEL', 'gopro travel', 'top 10 philippines']"
ja3n_uGHYLU,"['philippines', 'philippines travel', 'philippines travel vlog', 'travel', 'travel vlog', 'travel vloggers', 'travel couple', 'backpacking', 'backpacking couple', 'travelers', 'davao city', 'new bataan', 'compostella', 'foodie', 'jollibee', 'raetogo', 'funny vlog', 'female vlogger', 'the philippines', 'americans in the philippines', 'americans try jollibee', 'americans in philippines', 'americans try philippines food']"
KCMTGc_1FDs,"['Divertliving', 'travel', 'blog', 'daily', 'vlog', 'HUGE FIRE ! | ARRIVE MANILA', 'HANG OUT WITH FILIPINO | THE PHILIPPINES 2018', 'traveling manila', 'travel to manila', 'arrive manila', 'the philippines', 'first day', 'crazy in manila', 'filipino', 'walking in manila', 'top 10 in manila', 'hang out with local', 'filipino family', 'hangout with filipino', 'friendly', 'travel in manila', 'lostleblanc philippines', 'philippines', 'phillipines', 'filipino culture', 'downtown manila', 'locals hangout', 'travel guide manila', 'best to do']"
qiaGMJR6EN8,"['tuba', 'tuba wine', 'tuba drink', 'filipina tuna', 'bahalina', 'filipino bahalina', 'argao bahalina', 'argao cebu', 'tuba pong', 'beer pong', 'culture exchange', 'drinking exchange', 'filipino alcohol', 'drinking in the philippines', 'philippines party', 'drinking tuba', 'foreigner drinking tuba', 'street food', 'chicken feet', 'fried chicken feet', 'ping pong', 'bahalina pong']"
2yib5VqVo8Q,"['spicy noodle challenge', 'spicy', 'noodle', 'taste test', 'mukbang', 'hong kong', 'philippines', 'australian', 'Challenge', 'funny', 'Ghost Pepper', 'cook', 'hot sauce', 'korean', 'korean food', 'korean mukbang', 'reaction', 'aisan food', 'reaction video', 'chilli', 'chilli food', 'hot food', 'food vlogger', 'travel vlogger', 'Sony A6000', 'epidemic sound', 'spicy challenge', 'spicy ramen challenge', 'spicy noodles', 'korean fire noodle', 'samyang', 'React', 'SimonaVlogs', 'noodle mukbang', 'spicy mukbang', 'korean taste test', 'food review', 'funny mukbang']"
kVzzZse0P5Q,"['Puerto Princesa', 'Philippines', 'Seafood', 'Badjao', 'Seafront', 'Travel', 'Foodie', 'Asian Food']"
J-3Q78rX4SA,['filipino culture']
C-b3Rd3AzVU,"['jollibee review', 'foreigner jollibee', 'foreigner eating jollibee', 'bee suit', 'jollibee bee suit', 'jollibee mascot', 'beekeeping suit', 'best ever food review show', 'saigon jollibee', 'vietnam jollibee', 'jollibee secret menu']"
OVX0Xx5AtgE,"['travel couple', 'pierre t. lambert', 'pierretl', 'inspiredbytwelve', 'travel vlogger', 'travel around the world', 'philippines', 'bohol', 'surigao', 'filipino vlog', 'manilla', 'travel philippines', 'filipino travel', 'filipina', 'daniel', 'ferry', 'transport', '16 HOURS OF TRAVEL in the PHILIPPINES - Transport in the Philippines', 'youtube couple', 'the traveling clatt', 'food', 'street food', 'filipino street food', 'filipino vloggers', 'will', 'finn', 'transport philippines', 'how to get around the philippines']"
sWEms3altX0,"['best seafood restaurant in coron elnido puerto princesa palawan', 'what to eat in el nido 2018', 'best hotel in el nido coron', 'bars and night life in el nido', 'lostleblanc', 'foreigners eating filipino food', 'best beach in the philippines', 'palawan food tour 2018', 'el nido 2018 travel guide', 'tour a b c d el nido palawan', 'el nido island hopping 2018', 'coron island hopping 2018', 'best travel vlog channel', 'best philippines travel guide 2018', 'cadlao lagoon el nido', 'star beach el nido']"
S6tW0po5cd0,"['AHERN FAMILY', 'LIVING IN THE PHILIPPINES', 'SIMPLE LIFE IN THE PHILIPPINES', 'BANINAY BAUTISTA', 'MS ALEX GONZAGA', 'FAMILY VLOGGER PHILIPPINES', 'BOHOL', 'PHILIPPINES LIFE', 'FIL-AM LIFE', 'Becoming filipino', 'Is it safe in the philippines', 'foreigner in the philippines', 'visaya philippines', 'philippine living', 'the ace family', 'Lechon Pig Philippines', 'Daniel Marsh', 'TOP 10 PHILIPPINES (Your DREAM Destination)', 'how to cook cebu lechon', 'AMAZING BAMBOO FLOATING COTTAGES', 'kyle jennermann', 'anneclutzvlog']"
hOeIP12NCo0,"['+bushcraft', '+survival', '+preppers', '+primitive', 'skills', '+camping', '+woodcraft', '+outdoor', 'cooking', '+expat', '+philippines', '+Bohol', '+Cebu', '+Davao', '+Manila', '+Thailand', '+friction', 'fire', '+Filipino', '+Filipina', '+Asian', 'travel', '+blindowloutdoors', '+blindowl', 'outdoors', '+blind', 'owl', '+bowdrill', '+rick', 'mears', '+dave', 'canterbury', '+amazing', '+foreigner', '+family', '+friends', '+funny', '+fail', '+girls', '+best', '+2017', '+DIY', '+EDC', '+top', '10', '+Life', 'Hacks', '+traditional', '+Homesteading', '+balik', 'bayan', '+box', '+cooking', '+women', '+christmas', '+lights', '+accidents']"
YSUkkIwpjmE,"['Shanghai Lumpia', 'kids kusina', 'falafel', 'Filipino Food']"
Oysbhqo8_T0,"['cebu lechon', 'iskina cebu', 'manoy gusla', 'cebuano']"
A-lgZvD49F4,"['foreigner try kwek kwek', 'kwek kwek', 'turon', 'chicken balls', 'turon review', 'quiapo market', 'Calamari', 'filipino street food', 'philippines street food', 'Americans try filipino street food', 'veggie ball', 'manila food tour', 'Philippines food tour']"
wvRi-wcEDKc,"['filipina', 'philippines', 'tagalog', 'intro', 'introduction', 'new', 'food', 'cooking', 'life', 'jensfoodandlife', 'ziggy', 'oasis', 'sexy', 'beautiful', 'funny', 'serious', 'playful', 'joke', 'visa', 'fiance', 'fiancee', 'baby', 'happywife', 'pinoy', 'pinay', 'pinaybloger', 'filipinabeauty', 'happy', 'wife', 'bloger', 'vloger', 'pilipinas', 'play', 'outdoor', 'baseball', 'soccer', 'golf', 'peanut', 'butter', 'running', 'playing', 'son', 'mother', 'nanay', 'ina', 'asawa', 'pasyal', 'silly', 'zoo', 'ball', 'toys', 'gorgious', 'handsome', 'SUMAN']"
7PPoTqPyb5I,"['food guide in el nido palawan 2018', 'best seafood restaurant in coron elnido puerto princesa palawan', 'best falafel in el nido', 'what to eat in el nido 2018', 'best hotel in el nido coron', 'best accomodation in el nido', 'bars and night life in el nido', 'lostleblanc', 'el nido palawan 2018', 'best beach in the world', 'foreigners trying filipino snacks', 'foreigners eating filipino food', 'best beach in the philippines', 'filipino streetfood 2018', 'philippines streetfood tour', 'palawan food tour 2018']"
k7WKWS3-yjk,"['korea', 'seoul', 'abscbn', 'gma', 'onstreetstichdown', 'onstreet', 'stich', 'tagalog', 'philippines', 'pinoy', 'kopinoy', 'pinas', 'laughing', 'comment', 'recommendation', 'star', 'showbiz', 'mustana', 'stichchoi', 'duterte', 'message', 'manila', 'candidate', 'estrada', 'muntinlupa', 'gut', 'emotional', 'rant', 'facebook', 'fb', 'reacting', 'english', 'jihwan', 'pilipinasgottalent', 'angellocsin', 'locsin', 'problema', 'food', 'house', 'utilites', 'businesses', 'cost', 'expenses', 'isyu', 'mami', 'cooking', 'cook', 'chicken', 'firstkiss', 'q&a', 'story', 'storytelling', 'beef', 'noodles', 'sabaw', 'freetext']"
j-HGaYKpqU8,"['Japan', 'food', 'eric meal time', 'Tokyo', 'eating', 'epic', 'ericsurf6', 'meal', 'Eric', 'lamb', 'meat', 'mutton', 'Genghis Khan', 'BBQ', 'Hokkaido', 'Japanese', 'sheep', 'snack pack', 'get some', 'review', 'restaurant', 'steak', 'cooking', 'recipe']"
EseyT_oX1e4,['NEWS']
jP8XSz1ghSI,
BGxW5fNDRks,"['chicken balut', 'foreigner eats balut', 'penoy', 'foreigner tries penoy', 'balut', 'balut in philippines', 'Shumai', 'filipino shumai', 'termpura', 'filipino tempura', 'tempura philippines', 'dirty icecream', 'philippines street food', 'filipino street food', 'philippines food', 'best street food philippines', 'foreigner', 'white guy', 'white eat balut', 'foreigner eats chicken balut', 'cebu city', 'colon street', 'street food tour']"
_QnjOohsgVo,"['Balut', 'Duck', 'Egg', 'Duckegg', 'Raw', 'Rawfeeding', 'raw dog food', 'baby duck', 'raw egg', 'raw meat', 'dog food']"
MZdYFPoJ5Ro,"['Divertliving', 'travel', 'blog', 'daily', 'vlog', 'PHILIPPINES HIDDEN GEM 2018', 'CASARORO', 'DUMAGUETE', 'philippines', 'dumaguete philippines', 'INCREDIBLE HIDDEN WATERFALL', 'WATERFALL IN NEGROS ORIENTAL', 'MUST VISIT IN 2018', 'must visit in philippines', 'Casaroro waterfall', 'most famous waterfall', 'Apolong', 'Valencia', 'most picturesque', 'turquoise water', 'philippines beauty', 'best waterfall in philippines', 'philippines travel guide', 'dumaguete 2018', 'travel dumaguete', 'what to do in dumaguete', 'adventurous', 'jungle', 'tropical']"
acf116Wwws4,
otk3YrpRLoA,"['americans', 'philippines', 'filipino', 'pinoy', 'life']"
